image_path,label,target,Imagenes
non_autistic\0926.jpg,non_autistic,1,"[[[0.84313725 0.89803922 0.89019608]
  [0.85098039 0.90588235 0.89803922]
  [0.88235294 0.94509804 0.94117647]
  ...
  [0.76470588 0.83529412 0.90196078]
  [0.79215686 0.87058824 0.94117647]
  [0.80784314 0.88627451 0.95686275]]

 [[0.85882353 0.91372549 0.90588235]
  [0.87058824 0.9254902  0.91764706]
  [0.90980392 0.96470588 0.96078431]
  ...
  [0.72156863 0.79215686 0.85882353]
  [0.72156863 0.78823529 0.8627451 ]
  [0.74509804 0.82352941 0.89411765]]

 [[0.91372549 0.96470588 0.95686275]
  [0.91764706 0.97254902 0.96470588]
  [0.94509804 1.         0.99607843]
  ...
  [0.67843137 0.75294118 0.81176471]
  [0.65882353 0.72941176 0.79607843]
  [0.66666667 0.7372549  0.80392157]]

 ...

 [[0.96862745 0.90588235 0.83921569]
  [0.96862745 0.90588235 0.83921569]
  [0.96862745 0.90588235 0.83921569]
  ...
  [0.45098039 0.44705882 0.45490196]
  [0.54117647 0.52941176 0.5372549 ]
  [0.62352941 0.61960784 0.62745098]]

 [[0.97254902 0.91372549 0.83921569]
  [0.97254902 0.91372549 0.83921569]
  [0.97254902 0.90980392 0.84313725]
  ...
  [0.43921569 0.44313725 0.45882353]
  [0.4745098  0.47058824 0.48627451]
  [0.5254902  0.52941176 0.54509804]]

 [[0.97647059 0.91764706 0.84313725]
  [0.97647059 0.91764706 0.84313725]
  [0.97647059 0.91372549 0.84705882]
  ...
  [0.45490196 0.45882353 0.4745098 ]
  [0.45490196 0.45882353 0.4745098 ]
  [0.48627451 0.49019608 0.50588235]]]"
autistic\1428.jpg,autistic,0,"[[[0.21960784 0.2627451  0.37254902]
  [0.22745098 0.27058824 0.38039216]
  [0.21960784 0.27058824 0.37254902]
  ...
  [0.15686275 0.18823529 0.18823529]
  [0.15294118 0.17647059 0.17254902]
  [0.16862745 0.19215686 0.18823529]]

 [[0.21960784 0.2627451  0.37254902]
  [0.21960784 0.2627451  0.36862745]
  [0.20784314 0.25882353 0.36078431]
  ...
  [0.15294118 0.18431373 0.18431373]
  [0.15686275 0.18039216 0.17647059]
  [0.17254902 0.19607843 0.19215686]]

 [[0.20784314 0.25098039 0.35686275]
  [0.20392157 0.24705882 0.35294118]
  [0.19607843 0.23921569 0.34509804]
  ...
  [0.15294118 0.18431373 0.18431373]
  [0.16862745 0.19215686 0.18823529]
  [0.18039216 0.20392157 0.2       ]]

 ...

 [[0.91764706 0.85882353 0.82352941]
  [0.91764706 0.85882353 0.82352941]
  [0.90980392 0.85490196 0.80784314]
  ...
  [0.27058824 0.31372549 0.39215686]
  [0.27058824 0.30588235 0.38431373]
  [0.26666667 0.30196078 0.38039216]]

 [[0.94117647 0.88235294 0.84705882]
  [0.95294118 0.89411765 0.85882353]
  [0.96078431 0.90588235 0.85882353]
  ...
  [0.26666667 0.32156863 0.39607843]
  [0.26666667 0.30980392 0.38823529]
  [0.2627451  0.30588235 0.38431373]]

 [[0.94901961 0.89019608 0.85490196]
  [0.96862745 0.90980392 0.8745098 ]
  [0.98431373 0.92941176 0.88235294]
  ...
  [0.27058824 0.3254902  0.4       ]
  [0.2745098  0.31764706 0.39607843]
  [0.27058824 0.31372549 0.39215686]]]"
non_autistic\0632.jpg,non_autistic,1,"[[[0.74117647 0.74509804 0.61176471]
  [0.77254902 0.77647059 0.65098039]
  [0.68627451 0.69411765 0.57647059]
  ...
  [0.0627451  0.12941176 0.11764706]
  [0.0745098  0.14117647 0.12941176]
  [0.08627451 0.15294118 0.1372549 ]]

 [[0.77647059 0.78039216 0.64705882]
  [0.73333333 0.74509804 0.61960784]
  [0.65098039 0.65882353 0.54509804]
  ...
  [0.09411765 0.15686275 0.15294118]
  [0.10196078 0.16862745 0.15686275]
  [0.07058824 0.1372549  0.12156863]]

 [[0.68627451 0.69803922 0.57254902]
  [0.69803922 0.70980392 0.58431373]
  [0.68627451 0.69411765 0.58039216]
  ...
  [0.09411765 0.15686275 0.15294118]
  [0.0745098  0.12941176 0.12156863]
  [0.09019608 0.14509804 0.1372549 ]]

 ...

 [[0.38039216 0.30196078 0.20392157]
  [0.38823529 0.3254902  0.23529412]
  [0.34901961 0.29411765 0.21960784]
  ...
  [0.92941176 0.99215686 0.92156863]
  [0.92156863 0.98431373 0.91372549]
  [0.91764706 0.98039216 0.90980392]]

 [[0.67058824 0.54117647 0.43921569]
  [0.7254902  0.61960784 0.51764706]
  [0.69019608 0.60784314 0.5254902 ]
  ...
  [0.94117647 0.99607843 0.9254902 ]
  [0.93333333 0.98823529 0.91764706]
  [0.92941176 0.98431373 0.91372549]]

 [[0.50588235 0.35294118 0.24313725]
  [0.50196078 0.37254902 0.27058824]
  [0.53333333 0.42745098 0.34901961]
  ...
  [0.94901961 0.99607843 0.9254902 ]
  [0.9372549  0.99215686 0.92156863]
  [0.9372549  0.99215686 0.92156863]]]"
non_autistic\0651.jpg,non_autistic,1,"[[[0.95294118 0.96862745 0.92156863]
  [0.95294118 0.96862745 0.92156863]
  [0.95294118 0.96862745 0.92156863]
  ...
  [0.94117647 0.95686275 0.93333333]
  [0.94901961 0.95686275 0.93333333]
  [0.94901961 0.95686275 0.93333333]]

 [[0.94117647 0.95686275 0.91372549]
  [0.94117647 0.95686275 0.90980392]
  [0.94509804 0.96078431 0.91764706]
  ...
  [0.94117647 0.95686275 0.93333333]
  [0.94901961 0.95686275 0.93333333]
  [0.94901961 0.95686275 0.93333333]]

 [[0.92941176 0.94901961 0.91372549]
  [0.92941176 0.95294118 0.90980392]
  [0.93333333 0.95294118 0.91764706]
  ...
  [0.94117647 0.95686275 0.9372549 ]
  [0.95294118 0.96078431 0.9372549 ]
  [0.95294118 0.96078431 0.9372549 ]]

 ...

 [[0.54901961 0.40784314 0.57254902]
  [0.57254902 0.43137255 0.59607843]
  [0.57254902 0.42745098 0.58431373]
  ...
  [0.87843137 0.77647059 0.91764706]
  [0.90196078 0.79215686 0.96078431]
  [0.89019608 0.77647059 0.95294118]]

 [[0.51764706 0.38039216 0.55294118]
  [0.55294118 0.41176471 0.57647059]
  [0.56078431 0.41568627 0.57254902]
  ...
  [0.90588235 0.8        0.93333333]
  [0.90588235 0.78823529 0.94901961]
  [0.85882353 0.74117647 0.90980392]]

 [[0.48627451 0.34901961 0.52156863]
  [0.5254902  0.39215686 0.55294118]
  [0.54509804 0.39607843 0.56078431]
  ...
  [0.94901961 0.84313725 0.97647059]
  [0.92941176 0.81176471 0.97254902]
  [0.84705882 0.72941176 0.89803922]]]"
autistic\0245.jpg,autistic,0,"[[[0.96470588 0.96078431 0.94509804]
  [0.96470588 0.96078431 0.94509804]
  [0.96470588 0.96078431 0.94509804]
  ...
  [0.54901961 0.7254902  0.80784314]
  [0.49019608 0.65882353 0.73333333]
  [0.44313725 0.60784314 0.68235294]]

 [[0.96470588 0.96078431 0.94509804]
  [0.96470588 0.96078431 0.94509804]
  [0.96470588 0.96078431 0.94509804]
  ...
  [0.56078431 0.7372549  0.81960784]
  [0.56078431 0.72941176 0.80392157]
  [0.51764706 0.68235294 0.75686275]]

 [[0.96470588 0.96078431 0.94509804]
  [0.96470588 0.96078431 0.94509804]
  [0.96470588 0.96078431 0.94509804]
  ...
  [0.57647059 0.75294118 0.83529412]
  [0.59215686 0.76078431 0.83529412]
  [0.57647059 0.74509804 0.81960784]]

 ...

 [[0.60784314 0.57647059 0.54901961]
  [0.61176471 0.57254902 0.54509804]
  [0.63921569 0.57647059 0.55294118]
  ...
  [0.48627451 0.58823529 0.77254902]
  [0.49411765 0.58431373 0.77254902]
  [0.49411765 0.58431373 0.77254902]]

 [[0.55294118 0.5254902  0.49019608]
  [0.53333333 0.49019608 0.45882353]
  [0.58039216 0.50980392 0.48235294]
  ...
  [0.48235294 0.58431373 0.76470588]
  [0.49411765 0.58823529 0.76862745]
  [0.49019608 0.58431373 0.76470588]]

 [[0.48235294 0.45882353 0.41568627]
  [0.41960784 0.38039216 0.34117647]
  [0.50980392 0.44313725 0.40784314]
  ...
  [0.48235294 0.58431373 0.76470588]
  [0.49411765 0.58823529 0.76862745]
  [0.49411765 0.58823529 0.76862745]]]"
autistic\0723.jpg,autistic,0,"[[[0.60784314 0.48627451 0.30980392]
  [0.62745098 0.50980392 0.3254902 ]
  [0.61960784 0.50980392 0.3254902 ]
  ...
  [0.16470588 0.22352941 0.09803922]
  [0.16862745 0.22745098 0.10588235]
  [0.16078431 0.22352941 0.10196078]]

 [[0.59215686 0.47843137 0.30196078]
  [0.58431373 0.47058824 0.29411765]
  [0.58823529 0.47843137 0.29411765]
  ...
  [0.17647059 0.22745098 0.10196078]
  [0.17254902 0.23137255 0.10980392]
  [0.16862745 0.23137255 0.10980392]]

 [[0.54901961 0.44705882 0.26666667]
  [0.54117647 0.44705882 0.26666667]
  [0.52941176 0.43921569 0.25098039]
  ...
  [0.17647059 0.23137255 0.09803922]
  [0.17254902 0.23137255 0.10588235]
  [0.17647059 0.23529412 0.10980392]]

 ...

 [[0.01176471 0.01176471 0.52156863]
  [0.00392157 0.         0.52156863]
  [0.00392157 0.         0.5254902 ]
  ...
  [0.47843137 0.42352941 0.35294118]
  [0.49411765 0.43921569 0.36862745]
  [0.50588235 0.45098039 0.38039216]]

 [[0.01960784 0.02352941 0.5254902 ]
  [0.00784314 0.00784314 0.51764706]
  [0.00392157 0.         0.5254902 ]
  ...
  [0.4745098  0.41960784 0.34901961]
  [0.49019608 0.43529412 0.36470588]
  [0.50588235 0.45098039 0.38039216]]

 [[0.01960784 0.02352941 0.5254902 ]
  [0.00784314 0.00784314 0.51764706]
  [0.00392157 0.         0.5254902 ]
  ...
  [0.4745098  0.41960784 0.34901961]
  [0.49019608 0.43529412 0.36470588]
  [0.50980392 0.45490196 0.38431373]]]"
autistic\0501.jpg,autistic,0,"[[[0.03137255 0.05490196 0.08235294]
  [0.04705882 0.07058824 0.09803922]
  [0.06666667 0.0745098  0.10588235]
  ...
  [0.12156863 0.14901961 0.18431373]
  [0.10980392 0.14117647 0.16862745]
  [0.10588235 0.1372549  0.16470588]]

 [[0.04313725 0.06666667 0.09411765]
  [0.05882353 0.08235294 0.10980392]
  [0.08627451 0.09411765 0.1254902 ]
  ...
  [0.10588235 0.13333333 0.16862745]
  [0.08627451 0.11764706 0.14509804]
  [0.07843137 0.10980392 0.1372549 ]]

 [[0.07843137 0.09803922 0.13333333]
  [0.08235294 0.10196078 0.1372549 ]
  [0.10196078 0.10588235 0.14509804]
  ...
  [0.09019608 0.11764706 0.15294118]
  [0.07843137 0.10980392 0.1372549 ]
  [0.07058824 0.10196078 0.12941176]]

 ...

 [[0.30588235 0.35294118 0.39215686]
  [0.3372549  0.39215686 0.43921569]
  [0.34901961 0.41960784 0.4627451 ]
  ...
  [0.75294118 0.8        0.8       ]
  [0.76470588 0.79215686 0.80392157]
  [0.77254902 0.79215686 0.80392157]]

 [[0.26666667 0.31764706 0.34901961]
  [0.29803922 0.36078431 0.38823529]
  [0.31764706 0.38823529 0.43137255]
  ...
  [0.75294118 0.8        0.8       ]
  [0.77647059 0.79607843 0.8       ]
  [0.78039216 0.79607843 0.8       ]]

 [[0.06666667 0.12156863 0.14509804]
  [0.08235294 0.14509804 0.17254902]
  [0.09803922 0.16470588 0.2       ]
  ...
  [0.75294118 0.8        0.8       ]
  [0.78823529 0.80392157 0.80784314]
  [0.79607843 0.80392157 0.80784314]]]"
non_autistic\0962.jpg,non_autistic,1,"[[[0.3254902  0.38039216 0.45490196]
  [0.3372549  0.39215686 0.46666667]
  [0.34509804 0.40392157 0.47843137]
  ...
  [0.64705882 0.85098039 0.94117647]
  [0.63529412 0.84313725 0.9254902 ]
  [0.64313725 0.85098039 0.93333333]]

 [[0.3372549  0.39215686 0.46666667]
  [0.34117647 0.4        0.4745098 ]
  [0.34509804 0.40392157 0.47843137]
  ...
  [0.61568627 0.81960784 0.90980392]
  [0.60392157 0.80784314 0.89803922]
  [0.61568627 0.82352941 0.90588235]]

 [[0.34117647 0.4        0.4745098 ]
  [0.3372549  0.40392157 0.47843137]
  [0.3372549  0.40392157 0.47843137]
  ...
  [0.61568627 0.81960784 0.90980392]
  [0.58431373 0.79607843 0.88627451]
  [0.58431373 0.79607843 0.88627451]]

 ...

 [[0.58823529 0.53333333 0.5372549 ]
  [0.64313725 0.58823529 0.59215686]
  [0.69803922 0.64313725 0.64705882]
  ...
  [0.81568627 0.86666667 0.89803922]
  [0.81568627 0.86666667 0.89803922]
  [0.81568627 0.86666667 0.89803922]]

 [[0.63529412 0.58431373 0.57647059]
  [0.66666667 0.61568627 0.60784314]
  [0.68627451 0.63137255 0.63529412]
  ...
  [0.81960784 0.87058824 0.90196078]
  [0.81960784 0.87058824 0.90196078]
  [0.81960784 0.87058824 0.90196078]]

 [[0.65490196 0.60392157 0.59607843]
  [0.66666667 0.61568627 0.60784314]
  [0.66666667 0.61176471 0.61568627]
  ...
  [0.82352941 0.8745098  0.90588235]
  [0.82352941 0.8745098  0.90588235]
  [0.82352941 0.8745098  0.90588235]]]"
non_autistic\0822.jpg,non_autistic,1,"[[[0.63529412 0.62352941 0.63137255]
  [0.64705882 0.63529412 0.64313725]
  [0.68627451 0.6745098  0.68235294]
  ...
  [0.49803922 0.43529412 0.38823529]
  [0.5372549  0.46666667 0.43921569]
  [0.49019608 0.41960784 0.39215686]]

 [[0.61176471 0.6        0.60784314]
  [0.68627451 0.6745098  0.68235294]
  [0.65882353 0.64705882 0.65490196]
  ...
  [0.5372549  0.47058824 0.43529412]
  [0.52156863 0.45098039 0.42352941]
  [0.52941176 0.46666667 0.43921569]]

 [[0.6627451  0.65490196 0.65490196]
  [0.69411765 0.68627451 0.68627451]
  [0.62352941 0.61568627 0.61568627]
  ...
  [0.50196078 0.44313725 0.40784314]
  [0.57254902 0.50980392 0.48235294]
  [0.71372549 0.6627451  0.63137255]]

 ...

 [[0.83529412 0.8        0.74901961]
  [0.83137255 0.8        0.74901961]
  [0.82745098 0.79607843 0.74509804]
  ...
  [0.74117647 0.74117647 0.76470588]
  [0.7372549  0.7372549  0.76078431]
  [0.74117647 0.74117647 0.76470588]]

 [[0.82352941 0.78431373 0.75686275]
  [0.83529412 0.8        0.76470588]
  [0.84313725 0.80784314 0.77254902]
  ...
  [0.72941176 0.74117647 0.76078431]
  [0.72941176 0.74117647 0.76078431]
  [0.72941176 0.74117647 0.76078431]]

 [[0.82745098 0.79215686 0.77647059]
  [0.81568627 0.78039216 0.76470588]
  [0.82352941 0.78431373 0.75686275]
  ...
  [0.72156863 0.73333333 0.75294118]
  [0.7254902  0.7372549  0.75686275]
  [0.73333333 0.74509804 0.76470588]]]"
autistic\0992.jpg,autistic,0,"[[[0.96862745 0.97647059 0.98039216]
  [0.96862745 0.97647059 0.98039216]
  [0.96078431 0.97647059 0.98039216]
  ...
  [0.97254902 0.96078431 0.96862745]
  [0.97647059 0.96470588 0.97254902]
  [0.98039216 0.96862745 0.97647059]]

 [[0.96862745 0.97647059 0.98039216]
  [0.96862745 0.97647059 0.98039216]
  [0.96078431 0.97647059 0.98039216]
  ...
  [0.97254902 0.96078431 0.96862745]
  [0.97647059 0.96470588 0.97254902]
  [0.98039216 0.96862745 0.97647059]]

 [[0.96862745 0.97647059 0.98039216]
  [0.96862745 0.97647059 0.98039216]
  [0.96078431 0.97647059 0.98039216]
  ...
  [0.97254902 0.96470588 0.96470588]
  [0.97647059 0.96470588 0.97254902]
  [0.98039216 0.96862745 0.97647059]]

 ...

 [[0.16470588 0.23921569 0.20392157]
  [0.2        0.2745098  0.23921569]
  [0.19607843 0.27058824 0.23529412]
  ...
  [0.54117647 0.39607843 0.24705882]
  [0.61568627 0.46666667 0.32941176]
  [0.63921569 0.49019608 0.35686275]]

 [[0.22352941 0.30588235 0.27058824]
  [0.23529412 0.31764706 0.28235294]
  [0.21960784 0.30196078 0.26666667]
  ...
  [0.34117647 0.19607843 0.04705882]
  [0.34509804 0.19607843 0.05882353]
  [0.34117647 0.19607843 0.0627451 ]]

 [[0.25490196 0.3372549  0.30196078]
  [0.27058824 0.35294118 0.31764706]
  [0.24705882 0.32941176 0.29411765]
  ...
  [0.32156863 0.17647059 0.02745098]
  [0.32156863 0.18039216 0.03921569]
  [0.31764706 0.17254902 0.03921569]]]"
autistic\1292.jpg,autistic,0,"[[[0.94509804 0.91764706 0.97647059]
  [0.9372549  0.91764706 0.97647059]
  [0.9254902  0.91372549 0.97254902]
  ...
  [0.66666667 0.77647059 0.81960784]
  [0.6627451  0.76470588 0.82745098]
  [0.65882353 0.76078431 0.82352941]]

 [[0.92156863 0.90980392 0.96862745]
  [0.91372549 0.91372549 0.96862745]
  [0.90196078 0.90588235 0.96078431]
  ...
  [0.66666667 0.77647059 0.81960784]
  [0.6627451  0.76078431 0.82352941]
  [0.64705882 0.74901961 0.81176471]]

 [[0.87843137 0.90980392 0.96078431]
  [0.87058824 0.90588235 0.95686275]
  [0.85490196 0.90196078 0.94117647]
  ...
  [0.6627451  0.76470588 0.81176471]
  [0.6627451  0.75294118 0.81568627]
  [0.64705882 0.74509804 0.80784314]]

 ...

 [[0.03921569 0.05098039 0.22745098]
  [0.05098039 0.07058824 0.24705882]
  [0.06666667 0.08235294 0.27058824]
  ...
  [0.50196078 0.49803922 0.44313725]
  [0.49019608 0.48235294 0.43921569]
  [0.48235294 0.4745098  0.43137255]]

 [[0.10588235 0.11764706 0.31764706]
  [0.10980392 0.1254902  0.33333333]
  [0.11764706 0.12941176 0.34509804]
  ...
  [0.53333333 0.51764706 0.4745098 ]
  [0.53333333 0.51764706 0.4745098 ]
  [0.5372549  0.52156863 0.47843137]]

 [[0.19607843 0.20784314 0.42352941]
  [0.19215686 0.2        0.42745098]
  [0.18039216 0.18431373 0.41960784]
  ...
  [0.52156863 0.50588235 0.4627451 ]
  [0.51764706 0.50196078 0.45882353]
  [0.51764706 0.50196078 0.45882353]]]"
non_autistic\1286.jpg,non_autistic,1,"[[[0.         0.04313725 0.05882353]
  [0.         0.04313725 0.05882353]
  [0.         0.05098039 0.0627451 ]
  ...
  [0.43137255 0.53333333 0.67843137]
  [0.41960784 0.52156863 0.6627451 ]
  [0.40392157 0.50588235 0.64705882]]

 [[0.         0.04705882 0.0627451 ]
  [0.         0.04705882 0.0627451 ]
  [0.         0.05490196 0.06666667]
  ...
  [0.42352941 0.5254902  0.67058824]
  [0.42352941 0.5254902  0.66666667]
  [0.42352941 0.5254902  0.66666667]]

 [[0.         0.05490196 0.06666667]
  [0.         0.05490196 0.06666667]
  [0.         0.05882353 0.07058824]
  ...
  [0.43137255 0.52156863 0.67058824]
  [0.43529412 0.52941176 0.67058824]
  [0.44313725 0.5372549  0.67843137]]

 ...

 [[0.02745098 0.03137255 0.01568627]
  [0.01568627 0.03137255 0.01176471]
  [0.00784314 0.03137255 0.01176471]
  ...
  [0.35686275 0.20784314 0.0745098 ]
  [0.40784314 0.24705882 0.09411765]
  [0.47843137 0.31372549 0.14901961]]

 [[0.02745098 0.03137255 0.01568627]
  [0.01568627 0.03137255 0.01176471]
  [0.00392157 0.02745098 0.00784314]
  ...
  [0.36862745 0.20784314 0.07843137]
  [0.42352941 0.25490196 0.10196078]
  [0.49411765 0.3254902  0.15686275]]

 [[0.02352941 0.02745098 0.01176471]
  [0.01176471 0.02745098 0.00784314]
  [0.00392157 0.02745098 0.00784314]
  ...
  [0.36862745 0.21176471 0.0745098 ]
  [0.42745098 0.25098039 0.10196078]
  [0.50588235 0.32941176 0.16078431]]]"
autistic\0509.jpg,autistic,0,"[[[0.59215686 0.7372549  0.69803922]
  [0.60392157 0.74901961 0.70980392]
  [0.61568627 0.77254902 0.72941176]
  ...
  [0.47058824 0.63529412 0.65490196]
  [0.45098039 0.61960784 0.63137255]
  [0.43137255 0.60784314 0.61960784]]

 [[0.61176471 0.75686275 0.71764706]
  [0.61960784 0.76470588 0.7254902 ]
  [0.62745098 0.78431373 0.74117647]
  ...
  [0.48235294 0.63921569 0.65882353]
  [0.47058824 0.63921569 0.65098039]
  [0.45490196 0.63137255 0.64313725]]

 [[0.64313725 0.78431373 0.7372549 ]
  [0.63921569 0.78823529 0.74117647]
  [0.64313725 0.8        0.75686275]
  ...
  [0.48235294 0.63921569 0.65882353]
  [0.48627451 0.65490196 0.66666667]
  [0.48627451 0.65882353 0.6627451 ]]

 ...

 [[0.77254902 0.91764706 0.83921569]
  [0.75294118 0.89803922 0.81960784]
  [0.71372549 0.85882353 0.78039216]
  ...
  [0.36078431 0.41176471 0.38039216]
  [0.36470588 0.41568627 0.38431373]
  [0.35686275 0.40784314 0.37647059]]

 [[0.76078431 0.90588235 0.82745098]
  [0.75294118 0.89803922 0.81960784]
  [0.71764706 0.8627451  0.78431373]
  ...
  [0.36078431 0.41176471 0.38039216]
  [0.35294118 0.41176471 0.38039216]
  [0.34901961 0.40784314 0.37647059]]

 [[0.75294118 0.89803922 0.81960784]
  [0.75686275 0.90196078 0.82352941]
  [0.72156863 0.86666667 0.78823529]
  ...
  [0.36078431 0.41176471 0.38039216]
  [0.34901961 0.40784314 0.37647059]
  [0.34901961 0.40784314 0.37647059]]]"
autistic\0454.jpg,autistic,0,"[[[0.44705882 0.51764706 0.52156863]
  [0.50980392 0.56862745 0.57647059]
  [0.59215686 0.63921569 0.64705882]
  ...
  [0.22745098 0.21176471 0.14117647]
  [0.21960784 0.20392157 0.13333333]
  [0.20784314 0.19215686 0.12156863]]

 [[0.38431373 0.45490196 0.45882353]
  [0.42745098 0.48627451 0.49411765]
  [0.49019608 0.5372549  0.54509804]
  ...
  [0.23529412 0.21960784 0.14901961]
  [0.22352941 0.20784314 0.1372549 ]
  [0.20784314 0.19215686 0.12156863]]

 [[0.36470588 0.43529412 0.43921569]
  [0.38823529 0.44705882 0.45490196]
  [0.42745098 0.47843137 0.48627451]
  ...
  [0.24705882 0.23137255 0.16078431]
  [0.22352941 0.20784314 0.1372549 ]
  [0.20392157 0.18823529 0.11764706]]

 ...

 [[0.49803922 0.60392157 0.98823529]
  [0.49803922 0.61176471 0.99607843]
  [0.48235294 0.60784314 1.        ]
  ...
  [0.38039216 0.41568627 0.43137255]
  [0.36078431 0.38039216 0.39215686]
  [0.3372549  0.35294118 0.35686275]]

 [[0.48627451 0.6        0.98823529]
  [0.48627451 0.60784314 0.99607843]
  [0.47058824 0.6        1.        ]
  ...
  [0.37647059 0.41568627 0.44313725]
  [0.36862745 0.38431373 0.40392157]
  [0.34901961 0.36078431 0.37647059]]

 [[0.48627451 0.6        0.98823529]
  [0.48627451 0.60392157 1.        ]
  [0.4627451  0.6        1.        ]
  ...
  [0.37647059 0.41568627 0.44313725]
  [0.37254902 0.38431373 0.41568627]
  [0.35686275 0.36862745 0.38823529]]]"
non_autistic\0199.jpg,non_autistic,1,"[[[0.10588235 0.10196078 0.08627451]
  [0.10588235 0.10196078 0.08627451]
  [0.10980392 0.10588235 0.09019608]
  ...
  [0.1254902  0.11764706 0.11764706]
  [0.12941176 0.12156863 0.12156863]
  [0.1254902  0.11764706 0.11764706]]

 [[0.10980392 0.10588235 0.09019608]
  [0.10980392 0.10588235 0.09019608]
  [0.10980392 0.10588235 0.09019608]
  ...
  [0.11372549 0.11372549 0.11372549]
  [0.11764706 0.11764706 0.11764706]
  [0.11372549 0.11372549 0.11372549]]

 [[0.11764706 0.10980392 0.10588235]
  [0.11372549 0.10588235 0.10196078]
  [0.10196078 0.10588235 0.09803922]
  ...
  [0.11372549 0.12156863 0.12156863]
  [0.11372549 0.12156863 0.12156863]
  [0.11372549 0.12156863 0.12156863]]

 ...

 [[0.16862745 0.14901961 0.1372549 ]
  [0.16470588 0.14509804 0.13333333]
  [0.15686275 0.1372549  0.1254902 ]
  ...
  [0.14117647 0.1254902  0.12156863]
  [0.14509804 0.12941176 0.1254902 ]
  [0.1372549  0.12156863 0.11764706]]

 [[0.19215686 0.16470588 0.15294118]
  [0.18823529 0.16078431 0.14901961]
  [0.18431373 0.15686275 0.14509804]
  ...
  [0.14117647 0.1254902  0.12156863]
  [0.14509804 0.12941176 0.1254902 ]
  [0.14117647 0.1254902  0.12156863]]

 [[0.19215686 0.16470588 0.15294118]
  [0.18823529 0.16078431 0.14901961]
  [0.18823529 0.16078431 0.14901961]
  ...
  [0.14117647 0.1254902  0.12156863]
  [0.14901961 0.13333333 0.12941176]
  [0.14509804 0.12941176 0.1254902 ]]]"
autistic\1439.jpg,autistic,0,"[[[0.03921569 0.06666667 0.07843137]
  [0.1372549  0.16470588 0.17647059]
  [0.19607843 0.21960784 0.23921569]
  ...
  [0.77647059 0.88235294 0.92156863]
  [0.76470588 0.87058824 0.90980392]
  [0.75294118 0.85882353 0.89803922]]

 [[0.05098039 0.07843137 0.09019608]
  [0.14509804 0.17254902 0.18431373]
  [0.20784314 0.23137255 0.25098039]
  ...
  [0.74117647 0.84705882 0.88627451]
  [0.75686275 0.8627451  0.90196078]
  [0.77647059 0.88235294 0.92156863]]

 [[0.05098039 0.07843137 0.09019608]
  [0.14509804 0.17254902 0.18431373]
  [0.20784314 0.23137255 0.25098039]
  ...
  [0.65882353 0.77254902 0.80784314]
  [0.70588235 0.81960784 0.85490196]
  [0.73333333 0.84705882 0.88235294]]

 ...

 [[0.67058824 0.61568627 0.52941176]
  [0.60784314 0.55294118 0.46666667]
  [0.56470588 0.50980392 0.42352941]
  ...
  [0.53333333 0.53333333 0.47843137]
  [0.35686275 0.35294118 0.29803922]
  [0.38431373 0.38039216 0.3254902 ]]

 [[0.65098039 0.58823529 0.49803922]
  [0.63137255 0.56862745 0.47843137]
  [0.62352941 0.55686275 0.4745098 ]
  ...
  [0.61568627 0.61568627 0.56862745]
  [0.48627451 0.48235294 0.42745098]
  [0.47058824 0.46666667 0.41176471]]

 [[0.56862745 0.50588235 0.41568627]
  [0.58823529 0.5254902  0.43529412]
  [0.63921569 0.57254902 0.49019608]
  ...
  [0.64313725 0.64313725 0.59607843]
  [0.61568627 0.61176471 0.55686275]
  [0.60784314 0.60392157 0.54901961]]]"
non_autistic\1283.jpg,non_autistic,1,"[[[0.10588235 0.23137255 0.37254902]
  [0.09411765 0.21960784 0.36078431]
  [0.12156863 0.24313725 0.39607843]
  ...
  [0.67843137 0.74509804 0.8745098 ]
  [0.6745098  0.74117647 0.87058824]
  [0.67058824 0.7372549  0.86666667]]

 [[0.08235294 0.20784314 0.34901961]
  [0.08627451 0.21176471 0.35294118]
  [0.12156863 0.24705882 0.38823529]
  ...
  [0.67058824 0.7372549  0.86666667]
  [0.67058824 0.7372549  0.86666667]
  [0.66666667 0.73333333 0.8627451 ]]

 [[0.07843137 0.20392157 0.34117647]
  [0.08235294 0.20784314 0.34509804]
  [0.11372549 0.25098039 0.38431373]
  ...
  [0.6627451  0.7254902  0.86666667]
  [0.6627451  0.7254902  0.86666667]
  [0.65882353 0.72156863 0.8627451 ]]

 ...

 [[0.23529412 0.45098039 0.41568627]
  [0.23529412 0.45882353 0.42352941]
  [0.24705882 0.47058824 0.43529412]
  ...
  [0.1254902  0.30980392 0.48235294]
  [0.1254902  0.31764706 0.49019608]
  [0.16470588 0.36470588 0.53333333]]

 [[0.28627451 0.49019608 0.4627451 ]
  [0.29411765 0.49803922 0.47058824]
  [0.29019608 0.50196078 0.4745098 ]
  ...
  [0.14117647 0.31372549 0.49803922]
  [0.16862745 0.36078431 0.54117647]
  [0.19215686 0.38431373 0.56470588]]

 [[0.29803922 0.49411765 0.47843137]
  [0.30588235 0.50588235 0.49019608]
  [0.31764706 0.51764706 0.50196078]
  ...
  [0.1372549  0.30980392 0.49411765]
  [0.18039216 0.36078431 0.54509804]
  [0.16470588 0.35686275 0.5372549 ]]]"
